doubt_id,text,topic,urgency
DBT004037,"grade for the last assignment has not appeared yet, would like this before the next class",Deadline_Admin,Medium
DBT004038,"hi, getting a null pointer exception i cannot trace, whenever you get a chance",Debugging_Errors,Low
DBT004039,"dynamic programming table is giving wrong values, system crashed during the final demo",Algorithms,Critical
DBT004040,"constructor is not initializing the parent class fields, just curious please help",OOP_Design,Low
DBT004041,"my sorting algorithm is too slow for large inputs, would like this before the next class",Algorithms,Medium
DBT004042,"my sql join is returning duplicate rows, would like this before the next class",Databases,Medium
DBT004043,"virtual environment not activating on windows, just curious",Env_Setup,Low
DBT004044,"hi, confused about when to use inheritance vs composition please help",OOP_Design,High
DBT004045,"getting an abstract method error in my subclass, no rush",OOP_Design,Low
DBT004046,"my code throws an error only on the grading server not locally, this is blocking my progress",Debugging_Errors,High
DBT004047,"index out of bounds error only on the last test case, just curious",Debugging_Errors,Low
DBT004048,"trying to understand tail recursion vs normal recursion, no rush please help",Loops_Recursion,Low
DBT004049,"my recursive function never hits the base case, need to fix this soon",Loops_Recursion,Medium
DBT004050,"virtual environment not activating on windows, no rush",Env_Setup,Low
DBT004051,"hi, cannot install the required package on my laptop, no rush",Env_Setup,Low
DBT004052,"trying to understand tail recursion vs normal recursion, just curious",Loops_Recursion,Low
DBT004053,"my code throws an error only on the grading server not locally, no rush",Debugging_Errors,Low
DBT004054,"constructor is not initializing the parent class fields, need to fix this soon",OOP_Design,Medium
DBT004055,"hi, recursion depth exceeded error keeps showing up, no rush",Loops_Recursion,Low
DBT004056,"hi, loop runs forever and I don't know why, for future reference",Loops_Recursion,Low
DBT004057,"hi, constructor is not initializing the parent class fields, for future reference",OOP_Design,Low
DBT004058,"getting a null pointer exception i cannot trace, would like this before the next class please help",Debugging_Errors,Medium
DBT004059,"exam is in two hours and autograder is down, deadline is tomorrow",Deadline_Admin,High
DBT004060,"index out of bounds error only on the last test case, autograder is down and deadline is in minutes",Debugging_Errors,Critical
DBT004061,"cors error when calling the backend from the frontend, would like this before the next class",WebDev,Medium
DBT004062,"my sql join is returning duplicate rows, deadline is tomorrow",Databases,High
DBT004063,"dynamic programming table is giving wrong values, this is blocking my progress",Algorithms,High
DBT004064,"not sure which time complexity my solution actually has, would like this before the next class",Algorithms,Medium
DBT004065,"getting a null pointer exception i cannot trace, need to fix this soon",Debugging_Errors,Medium
DBT004066,"hi, extension request for the assignment due tonight, deadline is tomorrow",Deadline_Admin,High
DBT004067,"hi, git merge conflict i don't know how to resolve, need help asap",Env_Setup,High
DBT004068,getting a null pointer exception i cannot trace please help,Debugging_Errors,Medium
DBT004069,graph traversal is missing some nodes,Algorithms,Medium
DBT004070,"hi, while loop condition never becomes false",Loops_Recursion,High
DBT004071,"while loop condition never becomes false, no rush",Loops_Recursion,Low
DBT004072,"my code throws an error only on the grading server not locally, exam is happening right now",Debugging_Errors,Critical
DBT004073,"loop runs forever and I don't know why, this is blocking my progress",Loops_Recursion,High
DBT004074,"greedy approach fails on this specific test case, would like this before the next class",Algorithms,Medium
DBT004075,"my sql join is returning duplicate rows, whenever you get a chance please help",Databases,Low
DBT004076,"hi, greedy approach fails on this specific test case, need to fix this soon",Algorithms,Low
DBT004077,"hi, confused about when to use inheritance vs composition, whenever you get a chance",OOP_Design,Low
DBT004078,react component re-renders infinitely please help,WebDev,Critical
DBT004079,form submission is not updating the database please help,WebDev,Medium
DBT004080,"form submission is not updating the database, this is blocking my progress please help",WebDev,High
DBT004081,"my sorting algorithm is too slow for large inputs, this is blocking my progress",Algorithms,High
DBT004082,"grade for the last assignment has not appeared yet, need help asap",Deadline_Admin,High
DBT004083,"extension request for the assignment due tonight, no rush please help",Deadline_Admin,Low
DBT004084,"virtual environment not activating on windows, no rush please help",Env_Setup,High
DBT004085,"not sure how polymorphism applies to this assignment, need to fix this soon",OOP_Design,Medium
DBT004086,foreign key constraint fails on insert,Databases,High
DBT004087,"api call returns 404 only in production, deadline is tomorrow",WebDev,High
DBT004088,api call returns 404 only in production,WebDev,Low
DBT004089,"greedy approach fails on this specific test case, need to fix this soon",Algorithms,Medium
DBT004090,"database connection keeps timing out during the demo, no rush",Databases,Low
DBT004091,"grade for the last assignment has not appeared yet, need help asap please help",Deadline_Admin,High
DBT004092,database connection keeps timing out during the demo,Databases,High
DBT004093,"graph traversal is missing some nodes, whenever you get a chance please help",Algorithms,Low
DBT004094,"exam is in two hours and autograder is down, for future reference",Deadline_Admin,Low
DBT004095,git merge conflict i don't know how to resolve please help,Env_Setup,Low
DBT004096,"hi, my class diagram doesn't match the actual code structure, whenever you get a chance",OOP_Design,Low
DBT004097,"stack trace points to a line that looks fine to me, need to fix this soon",Debugging_Errors,Medium
DBT004098,"not sure which time complexity my solution actually has, need to fix this soon",Algorithms,Medium
DBT004099,"getting a null pointer exception i cannot trace, would like this before the next class",Debugging_Errors,Medium
DBT004100,"index out of bounds error only on the last test case, no rush",Debugging_Errors,Low
DBT004101,"recursion depth exceeded error keeps showing up, just curious",Loops_Recursion,Low
DBT004102,"index out of bounds error only on the last test case, submission is due in one hour",Debugging_Errors,Critical
DBT004103,"virtual environment not activating on windows, for future reference please help",Env_Setup,Low
DBT004104,"hi, form submission is not updating the database, no rush",WebDev,Low
DBT004105,database connection keeps timing out during the demo,Databases,Medium
DBT004106,"my sorting algorithm is too slow for large inputs, submission is due in one hour",Algorithms,Critical
DBT004107,"hi, api call returns 404 only in production, need to fix this soon",WebDev,Medium
DBT004108,"not sure which time complexity my solution actually has, no rush",Algorithms,Low
DBT004109,"segmentation fault when i run the test suite, whenever you get a chance",Debugging_Errors,Low
DBT004110,not sure which time complexity my solution actually has,Algorithms,Low
DBT004111,"greedy approach fails on this specific test case, need help asap",Algorithms,High
DBT004112,greedy approach fails on this specific test case,Algorithms,Low
DBT004113,query is extremely slow on the test dataset,Databases,Low
DBT004114,"extension request for the assignment due tonight, exam is happening right now",Deadline_Admin,Critical
DBT004115,"virtual environment not activating on windows, for future reference",Env_Setup,Low
DBT004116,"foreign key constraint fails on insert, need help asap please help",Databases,High
DBT004117,not sure how polymorphism applies to this assignment,OOP_Design,Medium
DBT004118,"hi, react component re-renders infinitely, would like this before the next class",WebDev,Medium
DBT004119,"hi, python version mismatch is breaking the autograder, would like this before the next class",Env_Setup,Medium
DBT004120,"hi, constructor is not initializing the parent class fields, no rush",OOP_Design,Low
